"Item","Name","Family","LineScale","LineVendor","Weight","Price","Amount","BaseAmount"
"1","HUEVO","5","1","112","1","38","38","38"
"28","BISTEC REBANADO","1","1","102","0.99","135","133.65","133.65"
"1","HUEVO","5","1","112","0.96","38","36.48","36.48"
"1","HUEVO","5","1","112","0.99","38","37.62","37.62"
"3","BISTEC RES","1","3","107","0.32","196","62.72","62.72"
"14","MOLIDA MIXTA","2","3","102","0.48","149","71.52","71.52"
"18","PEINECILLO","1","3","107","0.75","198","148.5","148.5"
"54","TENDER","3","1","102","0.28","158","44.24","44.24"
"45","MILANESA POLLO","3","3","108","0.85","175","148.75","148.75"
"43","PIERNA Y MUSLO","3","2","105","4.11","60","246.6","246.6"
"3","BISTEC RES","1","3","107","0.5","196","98","98"
"64","COSTILLA DE CERDO","2","2","105","1.09","112","122.08","122.08"
"43","PIERNA Y MUSLO","3","3","107","1.13","60","67.8","67.8"
"26","COSTILLA RES NATURAL","1","2","105","1.15","149","171.35","171.35"
"14","MOLIDA MIXTA","2","1","102","0.5","149","74.5","74.5"
"6","COCIDO SURTIDO","1","1","107","2.65","149","394.85","394.85"
"69","CHULETA AHUMADA","2","2","105","0.78","127","99.06","99.06"
"3","BISTEC RES","1","3","107","0.5","196","98","98"
"71","CHORIZO","2","3","107","0.5","122","61","61"
"63","PIERNA DE CERDO","2","3","107","0.52","112","58.24","58.24"
"20","BANDERA RES","1","1","106","0.64","139","88.96","88.96"
"70","TOCINO","2","3","107","0.25","175","43.75","43.75"
"5","COCIDO PURA CARNE","1","1","106","0.78","189","147.42","147.42"
"69","CHULETA AHUMADA","2","1","106","0.54","127","68.58","68.58"
"14","MOLIDA MIXTA","2","1","106","0.52","149","77.48","77.48"
"3","BISTEC RES","1","2","112","0.51","196","99.96","99.96"
"3","BISTEC RES","1","3","107","0.79","196","154.84","154.84"
"64","COSTILLA DE CERDO","2","3","107","1.03","112","115.36","115.36"
"64","COSTILLA DE CERDO","2","3","102","0.71","112","79.52","79.52"
"3","BISTEC RES","1","1","106","0.2","196","39.2","39.2"
"70","TOCINO","2","3","116","0.54","175","94.5","94.5"
"71","CHORIZO","2","1","106","0.41","122","50.02","50.02"
"70","TOCINO","2","3","107","0.54","175","94.5","94.5"
"59","PALOMITAS DE POLLO","3","1","106","0.26","95","24.7","24.7"
"70","TOCINO","2","2","102","0.11","175","19.25","19.25"
"43","PIERNA Y MUSLO","3","1","106","2.4","60","144","144"
"45","MILANESA POLLO","3","2","102","0.38","175","66.5","66.5"
"70","TOCINO","2","3","107","0.54","175","94.5","94.5"
"1","HUEVO","5","2","113","0.97","38","36.86","36.86"
"1","HUEVO","5","2","113","0.98","38","37.24","37.24"
"1","HUEVO","5","2","114","0.97","38","36.86","36.86"
"1","HUEVO","5","2","114","0.97","38","36.86","36.86"
"15","HIGADO RES","1","3","107","0.3","70","21","21"
"1","HUEVO","5","2","113","0.95","38","36.1","36.1"
"1","HUEVO","5","2","113","0.98","38","37.24","37.24"
"1","HUEVO","5","2","114","0.96","38","36.48","36.48"
"1","HUEVO","5","2","113","0.98","38","37.24","37.24"
"63","PIERNA DE CERDO","2","3","102","2.63","112","294.56","294.56"
"1","HUEVO","5","1","113","1.01","38","38.38","38.38"
"1","HUEVO","5","1","114","0.93","38","35.34","35.34"
"1","HUEVO","5","1","114","1.01","38","38.38","38.38"
"1","HUEVO","5","1","113","0.97","38","36.86","36.86"
"43","PIERNA Y MUSLO","3","3","107","2.25","60","135","135"
"1","HUEVO","5","1","114","0.95","38","36.1","36.1"
"81","BISTEC DE CERDO","2","2","105","0.89","117","104.13","104.13"
"4","MOLIDA ESP","1","2","105","0.51","196","99.96","99.96"
"1","HUEVO","5","2","113","2.07","38","78.66","78.66"
"3","BISTEC RES","1","2","105","0.52","196","101.92","101.92"
"66","ESPINAZO","2","2","105","1.16","71","82.36","82.36"
"14","MOLIDA MIXTA","2","1","106","0.5","149","74.5","74.5"
"68","LOMO","2","3","107","0.52","119","61.88","61.88"
"65","FREIR","2","2","105","1.26","112","141.12","141.12"
"68","LOMO","2","3","107","0.54","119","64.26","64.26"
"58","PIERNA POLLO","3","2","105","0.18","82","14.76","14.76"
"45","MILANESA POLLO","3","1","106","0.62","175","108.5","108.5"
"70","TOCINO","2","1","106","0.14","175","24.5","24.5"
"45","MILANESA POLLO","3","1","106","0.74","175","129.5","129.5"
"45","MILANESA POLLO","3","2","105","0.5","175","87.5","87.5"
"28","BISTEC REBANADO","1","1","106","0.74","135","99.9","99.9"
"6","COCIDO SURTIDO","1","3","107","1.08","149","160.92","160.92"
"6","COCIDO SURTIDO","1","3","107","0.55","149","81.95","81.95"
"73","MOLIDA CERDO","2","2","105","1.51","117","176.67","176.67"
"43","PIERNA Y MUSLO","3","3","107","2.17","60","130.2","130.2"
"63","PIERNA DE CERDO","2","1","106","0.75","112","84","84"
"3","BISTEC RES","1","1","106","0.28","196","54.88","54.88"
"28","BISTEC REBANADO","1","3","107","0.5","135","67.5","67.5"
"28","BISTEC REBANADO","1","3","107","0.51","135","68.85","68.85"
"4","MOLIDA ESP","1","3","107","0.52","196","101.92","101.92"
"69","CHULETA AHUMADA","2","1","106","0.5","127","63.5","63.5"
"45","MILANESA POLLO","3","1","106","0.77","175","134.75","134.75"
"4","MOLIDA ESP","1","1","106","1.01","196","197.96","197.96"
"69","CHULETA AHUMADA","2","1","106","0.58","127","73.66","73.66"
"43","PIERNA Y MUSLO","3","1","106","2.23","60","133.8","133.8"
"3","BISTEC RES","1","3","107","1.07","196","209.72","209.72"
"28","BISTEC REBANADO","1","1","108","1.01","135","136.35","136.35"
"42","PECHUGA CON HUESO","3","1","106","0.92","138","126.96","126.96"
"44","PECHUGA SIN HUESO","3","3","107","0.56","175","98","98"
"70","TOCINO","2","2","108","0.28","175","49","49"
"71","CHORIZO","2","2","108","0.25","122","30.5","30.5"
"71","CHORIZO","2","1","106","0.64","122","78.08","78.08"
"43","PIERNA Y MUSLO","3","3","108","1.19","60","71.4","71.4"
"76","CHICHARRON","2","1","106","0.4","295","118","118"
"42","PECHUGA CON HUESO","3","3","108","0.58","138","80.04","80.04"
"44","PECHUGA SIN HUESO","3","3","107","0.63","175","110.25","110.25"
"42","PECHUGA CON HUESO","3","1","106","1.08","138","149.04","149.04"
"4","MOLIDA ESP","1","1","106","0.5","196","98","98"
"70","TOCINO","2","1","106","0.26","175","45.5","45.5"
"69","CHULETA AHUMADA","2","3","108","0.49","127","62.23","62.23"
"63","PIERNA DE CERDO","2","3","108","0.51","112","57.12","57.12"
"28","BISTEC REBANADO","1","3","108","0.51","135","68.85","68.85"
"3","BISTEC RES","1","1","106","0.51","196","99.96","99.96"
"71","CHORIZO","2","1","106","0.24","122","29.28","29.28"
"44","PECHUGA SIN HUESO","3","3","107","0.58","175","101.5","101.5"
"4","MOLIDA ESP","1","2","106","0.5","196","98","98"
"30","BISTEC RES MARINADO","1","3","108","0.19","205","38.95","38.95"
"112","FILETE RES","1","3","108","0.31","255","79.05","79.05"
"68","LOMO","2","3","107","0.52","119","61.88","61.88"
"3","BISTEC RES","1","1","106","0.51","196","99.96","99.96"
"28","BISTEC REBANADO","1","1","106","0.22","135","29.7","29.7"
"5","COCIDO PURA CARNE","1","3","108","0.5","189","94.5","94.5"
"63","PIERNA DE CERDO","2","3","107","1.03","112","115.36","115.36"
"45","MILANESA POLLO","3","1","106","0.82","175","143.5","143.5"
"44","PECHUGA SIN HUESO","3","3","107","0.57","175","99.75","99.75"
"3","BISTEC RES","1","3","108","0.5","196","98","98"
"71","CHORIZO","2","1","106","0.43","122","52.46","52.46"
"66","ESPINAZO","2","1","106","1.48","71","105.08","105.08"
"6","COCIDO SURTIDO","1","3","102","1.53","149","227.97","227.97"
"45","MILANESA POLLO","3","1","106","0.52","175","91","91"
"71","CHORIZO","2","1","106","0.49","122","59.78","59.78"
"24","PLATANO RES","1","3","102","0.25","180","45","45"
"4","MOLIDA ESP","1","1","102","0.5","196","98","98"
"3","BISTEC RES","1","3","102","1.03","196","201.88","201.88"
"3","BISTEC RES","1","3","102","1.04","196","203.84","203.84"
"68","LOMO","2","1","106","0.52","119","61.88","61.88"
"43","PIERNA Y MUSLO","3","1","106","2.26","60","135.6","135.6"
"65","FREIR","2","3","102","1.23","112","137.76","137.76"
"28","BISTEC REBANADO","1","3","102","0.73","135","98.55","98.55"
"71","CHORIZO","2","1","102","0.25","122","30.5","30.5"
"43","PIERNA Y MUSLO","3","3","107","2.41","60","144.6","144.6"
"14","MOLIDA MIXTA","2","1","102","0.74","149","110.26","110.26"
"45","MILANESA POLLO","3","1","106","0.7","175","122.5","122.5"
"44","PECHUGA SIN HUESO","3","3","102","0.7","175","122.5","122.5"
"3","BISTEC RES","1","1","106","0.5","196","98","98"
"6","COCIDO SURTIDO","1","3","102","0.54","149","80.46","80.46"
"44","PECHUGA SIN HUESO","3","3","102","0.68","175","119","119"
"45","MILANESA POLLO","3","3","107","0.66","175","115.5","115.5"
"57","ALITAS ADOBADAS","3","2","105","0.95","110","104.5","104.5"
"69","CHULETA AHUMADA","2","2","102","0.39","127","49.53","49.53"
"73","MOLIDA CERDO","2","1","106","1","117","117","117"
"28","BISTEC REBANADO","1","3","107","0.24","135","32.4","32.4"
"68","LOMO","2","1","106","0.51","119","60.69","60.69"
"3","BISTEC RES","1","2","102","0.2","196","39.2","39.2"
"71","CHORIZO","2","2","105","0.16","122","19.52","19.52"
"5","COCIDO PURA CARNE","1","3","107","0.58","189","109.62","109.62"
"65","FREIR","2","1","106","0.65","112","72.8","72.8"
"50","PAPA FRANCESA","3","2","114","0.5","75","37.5","37.5"
"65","FREIR","2","3","102","0.91","112","101.92","101.92"
"78","LENGUA DE CERDO","2","1","106","1.32","89","117.48","117.48"
"3","BISTEC RES","1","3","107","0.32","196","62.72","62.72"
"70","TOCINO","2","3","107","0.25","175","43.75","43.75"
"8","LABIO RES","1","2","105","10.2","190","1938","1938"
"28","BISTEC REBANADO","1","1","106","1","135","135","135"
"63","PIERNA DE CERDO","2","3","107","0.52","112","58.24","58.24"
"3","BISTEC RES","1","1","106","0.65","196","127.4","127.4"
"70","TOCINO","2","2","102","0.14","175","24.5","24.5"
"3","BISTEC RES","1","1","106","0.56","196","109.76","109.76"
"71","CHORIZO","2","1","106","0.27","122","32.94","32.94"
"44","PECHUGA SIN HUESO","3","3","107","0.75","175","131.25","131.25"
"66","ESPINAZO","2","1","106","1.04","71","73.84","73.84"
"48","HAMBURGUESA POLLO","3","1","106","0.6","98","58.8","58.8"
"28","BISTEC REBANADO","1","3","106","0.74","135","99.9","99.9"
"45","MILANESA POLLO","3","3","107","0.49","175","85.75","85.75"
"63","PIERNA DE CERDO","2","3","102","0.6","112","67.2","67.2"
"4","MOLIDA ESP","1","2","105","0.5","196","98","98"
"3","BISTEC RES","1","1","106","0.75","196","147","147"
"4","MOLIDA ESP","1","3","107","0.52","196","101.92","101.92"
"4","MOLIDA ESP","1","1","106","0.75","196","147","147"
"28","BISTEC REBANADO","1","3","102","0.37","135","49.95","49.95"
"20","BANDERA RES","1","3","107","0.56","139","77.84","77.84"
"53","MENUDENCIAS","3","3","107","0.24","60","14.4","14.4"
"69","CHULETA AHUMADA","2","1","106","0.51","127","64.77","64.77"
"28","BISTEC REBANADO","1","3","107","0.22","135","29.7","29.7"
"28","BISTEC REBANADO","1","2","105","1.06","135","143.1","143.1"
"45","MILANESA POLLO","3","1","106","0.66","175","115.5","115.5"
"28","BISTEC REBANADO","1","3","107","1","135","135","135"
"14","MOLIDA MIXTA","2","1","107","0.39","149","58.11","58.11"
"59","PALOMITAS DE POLLO","3","1","106","0.31","95","29.45","29.45"
"3","BISTEC RES","1","1","106","0.53","196","103.88","103.88"
"14","MOLIDA MIXTA","2","3","107","0.52","149","77.48","77.48"
"76","CHICHARRON","2","1","106","0.1","295","29.5","29.5"
"59","PALOMITAS DE POLLO","3","2","113","3.09","95","293.55","293.55"
"14","MOLIDA MIXTA","2","3","107","0.33","149","49.17","49.17"
"1","HUEVO","5","1","112","1.99","38","75.62","75.62"
"71","CHORIZO","2","3","107","0.39","122","47.58","47.58"
"44","PECHUGA SIN HUESO","3","2","102","0.48","175","84","84"
"63","PIERNA DE CERDO","2","1","111","0.36","112","40.32","40.32"
"3","BISTEC RES","1","3","107","1","196","196","196"
"70","TOCINO","2","3","107","0.29","175","50.75","50.75"
"43","PIERNA Y MUSLO","3","2","113","3.15","60","189","189"
"65","FREIR","2","1","102","0.44","112","49.28","49.28"
"65","FREIR","2","1","102","0.5","112","56","56"
"63","PIERNA DE CERDO","2","3","107","1","112","112","112"
"28","BISTEC REBANADO","1","1","102","0.37","135","49.95","49.95"
"65","FREIR","2","3","107","0.44","112","49.28","49.28"
"3","BISTEC RES","1","3","102","0.28","196","54.88","54.88"
"28","BISTEC REBANADO","1","1","113","0.74","135","99.9","99.9"
"76","CHICHARRON","2","3","102","0.07","295","20.65","20.65"
"28","BISTEC REBANADO","1","3","107","1.01","135","136.35","136.35"
"3","BISTEC RES","1","3","102","1.03","196","201.88","201.88"
"63","PIERNA DE CERDO","2","3","108","3.57","112","399.84","399.84"
"45","MILANESA POLLO","3","2","102","0.52","175","91","91"
"21","HAMBURGUESA RES","1","3","108","1","140","140","140"
"70","TOCINO","2","2","102","0.12","175","21","21"
"65","FREIR","2","2","102","5.06","112","566.72","566.72"
"63","PIERNA DE CERDO","2","3","106","1.02","112","114.24","114.24"
"43","PIERNA Y MUSLO","3","1","102","2.01","60","120.6","120.6"
"66","ESPINAZO","2","3","102","1.5","71","106.5","106.5"
"63","PIERNA DE CERDO","2","2","107","6","112","672","672"
"65","FREIR","2","3","108","1","112","112","112"
"66","ESPINAZO","2","2","111","5.06","71","359.26","359.26"
"63","PIERNA DE CERDO","2","1","102","12.51","112","1401.12","1401.12"
"45","MILANESA POLLO","3","3","108","0.72","175","126","126"
"64","COSTILLA DE CERDO","2","2","107","4.06","112","454.72","454.72"
"64","COSTILLA DE CERDO","2","2","102","4.89","112","547.68","547.68"
"68","LOMO","2","1","106","0.6","119","71.4","71.4"
"45","MILANESA POLLO","3","3","108","1.13","175","197.75","197.75"
"28","BISTEC REBANADO","1","1","106","1.5","135","202.5","202.5"
"28","BISTEC REBANADO","1","3","102","0.51","135","68.85","68.85"
"1","HUEVO","5","2","112","1","38","38","38"
"70","TOCINO","2","1","106","0.26","175","45.5","45.5"
"78","LENGUA DE CERDO","2","2","107","1.17","89","104.13","104.13"
"28","BISTEC REBANADO","1","1","107","0.74","135","99.9","99.9"
"45","MILANESA POLLO","3","2","102","1.46","175","255.5","255.5"
"4","MOLIDA ESP","1","1","106","0.26","196","50.96","50.96"
"3","BISTEC RES","1","3","108","0.45","196","88.2","88.2"
"44","PECHUGA SIN HUESO","3","3","108","0.79","175","138.25","138.25"
"6","COCIDO SURTIDO","1","1","106","0.66","149","98.34","98.34"
"28","BISTEC REBANADO","1","1","106","0.5","135","67.5","67.5"
"71","CHORIZO","2","1","106","0.26","122","31.72","31.72"
"64","COSTILLA DE CERDO","2","1","106","0.51","112","57.12","57.12"
"3","BISTEC RES","1","3","108","0.56","196","109.76","109.76"
"3","BISTEC RES","1","2","107","0.27","196","52.92","52.92"
"14","MOLIDA MIXTA","2","3","108","0.5","149","74.5","74.5"
"20","BANDERA RES","1","2","102","1.22","139","169.58","169.58"
"68","LOMO","2","1","106","0.5","119","59.5","59.5"
"28","BISTEC REBANADO","1","3","108","0.74","135","99.9","99.9"
"65","FREIR","2","1","106","0.75","112","84","84"
"63","PIERNA DE CERDO","2","2","102","1.1","112","123.2","123.2"
"44","PECHUGA SIN HUESO","3","3","108","0.72","175","126","126"
"18","PEINECILLO","1","2","102","1.11","198","219.78","219.78"
"14","MOLIDA MIXTA","2","3","107","0.67","149","99.83","99.83"
"15","HIGADO RES","1","1","106","1.06","70","74.2","74.2"
"54","TENDER","3","2","102","0.49","158","77.42","77.42"
"21","HAMBURGUESA RES","1","1","114","0.59","140","82.6","82.6"
"63","PIERNA DE CERDO","2","2","102","1.85","112","207.2","207.2"
"14","MOLIDA MIXTA","2","1","102","0.33","149","49.17","49.17"
"28","BISTEC REBANADO","1","3","102","0.37","135","49.95","49.95"
"3","BISTEC RES","1","3","107","2.1","196","411.6","411.6"
"18","PEINECILLO","1","1","106","1.57","198","310.86","310.86"
"18","PEINECILLO","1","1","106","1.57","198","310.86","310.86"
"71","CHORIZO","2","1","106","0.35","122","42.7","42.7"
"6","COCIDO SURTIDO","1","3","107","0.74","149","110.26","110.26"
"45","MILANESA POLLO","3","2","102","0.58","175","101.5","101.5"
"4","MOLIDA ESP","1","1","106","1.51","196","295.96","295.96"
"70","TOCINO","2","1","106","0.24","175","42","42"
"67","CHAMORRO","2","3","107","1.3","68","88.4","88.4"
"76","CHICHARRON","2","3","112","0.11","295","32.45","32.45"
"76","CHICHARRON","2","3","113","0.11","295","32.45","32.45"
"43","PIERNA Y MUSLO","3","2","102","2.28","60","136.8","136.8"
"23","DESHEBRAR RES","1","1","106","0.55","192","105.6","105.6"
"5","COCIDO PURA CARNE","1","3","107","0.86","189","162.54","162.54"
"63","PIERNA DE CERDO","2","1","106","0.54","112","60.48","60.48"
"97","PANELA","5","2","105","0.27","125","33.75","33.75"
"28","BISTEC REBANADO","1","3","106","0.54","135","72.9","72.9"
"45","MILANESA POLLO","3","1","106","1.61","175","281.75","281.75"
"3","BISTEC RES","1","3","107","0.32","196","62.72","62.72"
"28","BISTEC REBANADO","1","3","107","0.58","135","78.3","78.3"
"94","PANELA MATY","5","1","114","0.27","165","44.55","44.55"
"28","BISTEC REBANADO","1","3","107","0.54","135","72.9","72.9"
"45","MILANESA POLLO","3","1","106","1.6","175","280","280"
"41","POLLO CANAL","3","3","107","1.37","73","100.01","100.01"
"45","MILANESA POLLO","3","2","102","0.74","175","129.5","129.5"
"43","PIERNA Y MUSLO","3","1","106","2.4","60","144","144"
"45","MILANESA POLLO","3","2","102","0.7","175","122.5","122.5"
"18","PEINECILLO","1","3","107","0.51","198","100.98","100.98"
"1","HUEVO","5","2","115","0.64","38","24.32","24.32"
"42","PECHUGA CON HUESO","3","1","106","0.54","138","74.52","74.52"
"69","CHULETA AHUMADA","2","2","102","0.21","127","26.67","26.67"
"28","BISTEC REBANADO","1","2","102","1.01","135","136.35","136.35"
"70","TOCINO","2","2","102","0.14","175","24.5","24.5"
"67","CHAMORRO","2","3","107","1.19","68","80.92","80.92"
"18","PEINECILLO","1","1","106","0.52","198","102.96","102.96"
"14","MOLIDA MIXTA","2","2","102","0.51","149","75.99","75.99"
"66","ESPINAZO","2","3","107","0.43","71","30.53","30.53"
"4","MOLIDA ESP","1","3","107","0.5","196","98","98"
"28","BISTEC REBANADO","1","3","102","1.05","135","141.75","141.75"
"28","BISTEC REBANADO","1","1","102","1.06","135","143.1","143.1"
"6","COCIDO SURTIDO","1","3","107","0.75","149","111.75","111.75"
"69","CHULETA AHUMADA","2","1","102","0.75","127","95.25","95.25"
"28","BISTEC REBANADO","1","3","107","0.39","135","52.65","52.65"
"71","CHORIZO","2","2","102","0.41","122","50.02","50.02"
"28","BISTEC REBANADO","1","3","107","0.59","135","79.65","79.65"
"53","MENUDENCIAS","3","2","102","0.26","60","15.6","15.6"
"70","TOCINO","2","1","102","0.5","175","87.5","87.5"
"4","MOLIDA ESP","1","2","107","0.75","196","147","147"
"43","PIERNA Y MUSLO","3","3","107","2.28","60","136.8","136.8"
"70","TOCINO","2","1","102","0.5","175","87.5","87.5"
"77","ADOBADA","2","3","107","1.01","121","122.21","122.21"
"45","MILANESA POLLO","3","1","106","0.39","175","68.25","68.25"
"64","COSTILLA DE CERDO","2","3","107","1.01","112","113.12","113.12"
"6","COCIDO SURTIDO","1","3","107","1.04","149","154.96","154.96"
"71","CHORIZO","2","2","112","0.33","122","40.26","40.26"
"69","CHULETA AHUMADA","2","1","105","0.3","127","38.1","38.1"
"43","PIERNA Y MUSLO","3","2","112","2.36","60","141.6","141.6"
"3","BISTEC RES","1","1","105","0.06","196","11.76","11.76"
"42","PECHUGA CON HUESO","3","3","107","0.93","138","128.34","128.34"
"45","MILANESA POLLO","3","1","105","0.35","175","61.25","61.25"
"3","BISTEC RES","1","1","105","0.99","196","194.04","194.04"
"14","MOLIDA MIXTA","2","3","107","0.68","149","101.32","101.32"
"42","PECHUGA CON HUESO","3","3","102","0.87","138","120.06","120.06"
"4","MOLIDA ESP","1","2","112","1.05","196","205.8","205.8"
"14","MOLIDA MIXTA","2","1","102","0.51","149","75.99","75.99"
"3","BISTEC RES","1","3","107","1","196","196","196"
"28","BISTEC REBANADO","1","3","107","1.01","135","136.35","136.35"
"66","ESPINAZO","2","1","102","0.75","71","53.25","53.25"
"64","COSTILLA DE CERDO","2","1","102","0.5","112","56","56"
"45","MILANESA POLLO","3","2","112","0.38","175","66.5","66.5"
"42","PECHUGA CON HUESO","3","1","108","0.52","138","71.76","71.76"
"69","CHULETA AHUMADA","2","1","108","0.21","127","26.67","26.67"
"79","CUERO CERDO","2","3","107","0.61","58","35.38","35.38"
"4","MOLIDA ESP","1","1","102","0.76","196","148.96","148.96"
"42","PECHUGA CON HUESO","3","3","102","0.48","138","66.24","66.24"
"28","BISTEC REBANADO","1","2","108","0.74","135","99.9","99.9"
"69","CHULETA AHUMADA","2","2","108","0.43","127","54.61","54.61"
"4","MOLIDA ESP","1","1","112","1.06","196","207.76","207.76"
"43","PIERNA Y MUSLO","3","2","108","2.16","60","129.6","129.6"
"4","MOLIDA ESP","1","3","107","0.6","196","117.6","117.6"
"65","FREIR","2","2","112","0.97","112","108.64","108.64"
"63","PIERNA DE CERDO","2","1","108","0.54","112","60.48","60.48"
"3","BISTEC RES","1","3","102","0.41","196","80.36","80.36"
"3","BISTEC RES","1","3","107","0.58","196","113.68","113.68"
"28","BISTEC REBANADO","1","1","108","0.37","135","49.95","49.95"
"70","TOCINO","2","3","107","0.16","175","28","28"
"30","BISTEC RES MARINADO","1","2","112","0.6","205","123","123"
"65","FREIR","2","1","102","1.54","112","172.48","172.48"
"28","BISTEC REBANADO","1","3","107","0.74","135","99.9","99.9"
"18","PEINECILLO","1","2","112","0.56","198","110.88","110.88"
"30","BISTEC RES MARINADO","1","3","107","0.53","205","108.65","108.65"
"71","CHORIZO","2","1","102","0.53","122","64.66","64.66"
"28","BISTEC REBANADO","1","3","107","0.53","135","71.55","71.55"
"43","PIERNA Y MUSLO","3","3","107","2.14","60","128.4","128.4"
"45","MILANESA POLLO","3","2","112","0.33","175","57.75","57.75"
"45","MILANESA POLLO","3","1","102","0.29","175","50.75","50.75"
"64","COSTILLA DE CERDO","2","3","107","0.34","112","38.08","38.08"
"20","BANDERA RES","1","2","112","1.03","139","143.17","143.17"
"28","BISTEC REBANADO","1","3","102","1.47","135","198.45","198.45"
"71","CHORIZO","2","2","112","0.33","122","40.26","40.26"
"28","BISTEC REBANADO","1","1","102","0.59","135","79.65","79.65"
"70","TOCINO","2","3","107","0.22","175","38.5","38.5"
"28","BISTEC REBANADO","1","3","107","0.5","135","67.5","67.5"
"69","CHULETA AHUMADA","2","2","107","0.22","127","27.94","27.94"
"68","LOMO","2","1","102","1.51","119","179.69","179.69"
"28","BISTEC REBANADO","1","3","102","1","135","135","135"
"77","ADOBADA","2","1","102","1.01","121","122.21","122.21"
"45","MILANESA POLLO","3","3","107","0.25","175","43.75","43.75"
"23","DESHEBRAR RES","1","1","102","0.35","192","67.2","67.2"
"5","COCIDO PURA CARNE","1","3","107","0.53","189","100.17","100.17"
"6","COCIDO SURTIDO","1","3","107","0.25","149","37.25","37.25"
"28","BISTEC REBANADO","1","1","102","1.03","135","139.05","139.05"
"5","COCIDO PURA CARNE","1","3","107","0.13","189","24.57","24.57"
"14","MOLIDA MIXTA","2","1","102","0.47","149","70.03","70.03"
"50","PAPA FRANCESA","3","1","114","0.5","75","37.5","37.5"
"6","COCIDO SURTIDO","1","3","107","1.11","149","165.39","165.39"
"70","TOCINO","2","3","107","0.22","175","38.5","38.5"
"68","LOMO","2","2","105","0.79","119","94.01","94.01"
"43","PIERNA Y MUSLO","3","2","105","1.31","60","78.6","78.6"
"28","BISTEC REBANADO","1","1","102","0.74","135","99.9","99.9"
"14","MOLIDA MIXTA","2","3","107","0.52","149","77.48","77.48"
"71","CHORIZO","2","1","102","0.32","122","39.04","39.04"
"28","BISTEC REBANADO","1","3","103","1.02","135","137.7","137.7"
"28","BISTEC REBANADO","1","3","102","0.25","135","33.75","33.75"
"43","PIERNA Y MUSLO","3","2","105","0.53","60","31.8","31.8"
"4","MOLIDA ESP","1","1","113","0.25","196","49","49"
"70","TOCINO","2","1","102","0.28","175","49","49"
"43","PIERNA Y MUSLO","3","2","103","0.52","60","31.2","31.2"
"53","MENUDENCIAS","3","1","103","0.38","60","22.8","22.8"
"96","CHICHARRON PRENSADO","2","2","113","0.59","170","100.3","100.3"
"3","BISTEC RES","1","2","111","0.7","196","137.2","137.2"
"3","BISTEC RES","1","2","105","0.7","196","137.2","137.2"
"70","TOCINO","2","2","105","0.26","175","45.5","45.5"
"76","CHICHARRON","2","3","113","0.17","295","50.15","50.15"
"3","BISTEC RES","1","1","103","0.42","196","82.32","82.32"
"71","CHORIZO","2","2","103","0.28","122","34.16","34.16"
"68","LOMO","2","1","102","0.74","119","88.06","88.06"
"4","MOLIDA ESP","1","1","103","0.26","196","50.96","50.96"
"54","TENDER","3","2","113","0.79","158","124.82","124.82"
"71","CHORIZO","2","1","102","0.27","122","32.94","32.94"
"4","MOLIDA ESP","1","1","103","0.5","196","98","98"
"42","PECHUGA CON HUESO","3","1","103","1.02","138","140.76","140.76"
"68","LOMO","2","2","105","0.77","119","91.63","91.63"
"28","BISTEC REBANADO","1","3","113","2.07","135","279.45","279.45"
"45","MILANESA POLLO","3","1","102","0.58","175","101.5","101.5"
"6","COCIDO SURTIDO","1","3","103","0.77","149","114.73","114.73"
"20","BANDERA RES","1","2","105","1.02","139","141.78","141.78"
"54","TENDER","3","2","102","0.85","158","134.3","134.3"
"65","FREIR","2","3","103","0.51","112","57.12","57.12"
"3","BISTEC RES","1","1","108","0.51","196","99.96","99.96"
"8","LABIO RES","1","2","105","0.46","190","87.4","87.4"
"28","BISTEC REBANADO","1","3","102","0.52","135","70.2","70.2"
"43","PIERNA Y MUSLO","3","2","105","2.26","60","135.6","135.6"
"96","CHICHARRON PRENSADO","2","1","103","0.5","170","85","85"
"69","CHULETA AHUMADA","2","1","108","0.97","127","123.19","123.19"
"43","PIERNA Y MUSLO","3","1","102","2.09","60","125.4","125.4"
"20","BANDERA RES","1","2","105","1.08","139","150.12","150.12"
"4","MOLIDA ESP","1","2","105","1.13","196","221.48","221.48"
"20","BANDERA RES","1","3","102","1.17","139","162.63","162.63"
"28","BISTEC REBANADO","1","1","108","1.01","135","136.35","136.35"
"54","TENDER","3","1","108","1.08","158","170.64","170.64"
"54","TENDER","3","2","103","2.98","158","470.84","470.84"
"96","CHICHARRON PRENSADO","2","1","108","0.51","170","86.7","86.7"
"71","CHORIZO","2","1","108","0.53","122","64.66","64.66"
"63","PIERNA DE CERDO","2","1","108","0.5","112","56","56"
"48","HAMBURGUESA POLLO","3","3","102","0.49","98","48.02","48.02"
"68","LOMO","2","1","108","0.52","119","61.88","61.88"
"70","TOCINO","2","1","108","0.5","175","87.5","87.5"
"54","TENDER","3","2","103","0.41","158","64.78","64.78"
"77","ADOBADA","2","1","108","0.51","121","61.71","61.71"
"48","HAMBURGUESA POLLO","3","1","108","0.52","98","50.96","50.96"
"3","BISTEC RES","1","3","102","0.5","196","98","98"
"45","MILANESA POLLO","3","2","105","0.6","175","105","105"
"3","BISTEC RES","1","3","103","0.53","196","103.88","103.88"
"76","CHICHARRON","2","1","108","0.31","295","91.45","91.45"
