"Item","Name","Family","LineScale","LineVendor","Weight","Price","Amount","BaseAmount"
"45","MILANESA POLLO","3","1","109","0.41","175","71.75","71.75"
"63","PIERNA DE CERDO","2","3","107","1.01","112","113.12","113.12"
"28","BISTEC REBANADO","1","1","105","1","135","135","135"
"634","DEDOS DE QUESO","3","2","104","0.16","225","36","36"
"42","PECHUGA CON HUESO","3","2","104","0.46","138","63.48","63.48"
"43","PIERNA Y MUSLO","3","1","105","2.18","40","87.2","87.2"
"862","HUACAL DE POLLO","0","2","104","1.11","18","19.98","19.98"
"81","BISTEC DE CERDO","2","3","107","2.01","117","235.17","235.17"
"3","BISTEC RES","1","3","107","1.53","196","299.88","299.88"
"18","PEINECILLO","1","1","102","0.35","198","69.3","69.3"
"14","MOLIDA MIXTA","2","1","102","0.51","149","75.99","75.99"
"26","COSTILLA RES NATURAL","1","3","107","0.69","149","102.81","102.81"
"97","PANELA","5","2","112","0.62","125","77.5","77.5"
"97","PANELA","5","2","112","0.6","125","75","75"
"97","PANELA","5","2","112","0.57","125","71.25","71.25"
"97","PANELA","5","2","112","0.6","125","75","75"
"97","PANELA","5","2","112","0.59","125","73.75","73.75"
"97","PANELA","5","2","112","0.61","125","76.25","76.25"
"15","HIGADO RES","1","1","102","0.51","70","35.7","35.7"
"43","PIERNA Y MUSLO","3","2","103","2.23","40","89.2","89.2"
"45","MILANESA POLLO","3","3","107","1.01","175","176.75","176.75"
"45","MILANESA POLLO","3","3","107","1.01","175","176.75","176.75"
"63","PIERNA DE CERDO","2","1","102","0.99","112","110.88","110.88"
"45","MILANESA POLLO","3","3","107","1.01","175","176.75","176.75"
"45","MILANESA POLLO","3","2","107","1.02","175","178.5","178.5"
"4","MOLIDA ESP","1","3","107","0.77","196","150.92","150.92"
"43","PIERNA Y MUSLO","3","1","103","1.1","60","66","66"
"18","PEINECILLO","1","1","102","0.26","198","51.48","51.48"
"43","PIERNA Y MUSLO","3","3","107","2.17","40","86.8","86.8"
"18","PEINECILLO","1","1","102","0.57","198","112.86","112.86"
"4","MOLIDA ESP","1","3","107","0.77","196","150.92","150.92"
"45","MILANESA POLLO","3","2","103","0.65","175","113.75","113.75"
"45","MILANESA POLLO","3","1","102","0.75","175","131.25","131.25"
"3","BISTEC RES","1","3","107","0.59","196","115.64","115.64"
"42","PECHUGA CON HUESO","3","2","103","1","138","138","138"
"96","CHICHARRON PRENSADO","2","3","107","0.51","170","86.7","86.7"
"18","PEINECILLO","1","1","102","0.5","198","99","99"
"5","COCIDO PURA CARNE","1","1","102","0.78","189","147.42","147.42"
"28","BISTEC REBANADO","1","3","103","1","135","135","135"
"42","PECHUGA CON HUESO","3","3","107","0.91","138","125.58","125.58"
"28","BISTEC REBANADO","1","3","107","0.5","135","67.5","67.5"
"44","PECHUGA SIN HUESO","3","3","107","0.46","175","80.5","80.5"
"96","CHICHARRON PRENSADO","2","3","107","0.57","170","96.9","96.9"
"45","MILANESA POLLO","3","1","103","1.04","175","182","182"
"14","MOLIDA MIXTA","2","1","107","0.52","149","77.48","77.48"
"43","PIERNA Y MUSLO","3","3","107","2.19","40","87.6","87.6"
"862","HUACAL DE POLLO","0","2","103","0.97","18","17.46","17.46"
"3","BISTEC RES","1","1","103","0.51","196","99.96","99.96"
"53","MENUDENCIAS","3","3","107","0.52","60","31.2","31.2"
"70","TOCINO","2","1","103","0.18","175","31.5","31.5"
"96","CHICHARRON PRENSADO","2","1","103","0.51","170","86.7","86.7"
"17","CHULETA RES","1","1","103","0.16","210","33.6","33.6"
"3","BISTEC RES","1","3","107","0.54","196","105.84","105.84"
"77","ADOBADA","2","1","107","0.57","121","68.97","68.97"
"65","FREIR","2","3","107","1.34","112","150.08","150.08"
"78","LENGUA DE CERDO","2","1","103","1.52","100","152","152"
"101","CAMARON","4","1","103","0.36","245","88.2","88.2"
"14","MOLIDA MIXTA","2","3","107","0.51","149","75.99","75.99"
"68","LOMO","2","1","103","0.44","119","52.36","52.36"
"28","BISTEC REBANADO","1","3","107","0.67","135","90.45","90.45"
"70","TOCINO","2","3","107","0.11","175","19.25","19.25"
"70","TOCINO","2","3","107","0.16","175","28","28"
"43","PIERNA Y MUSLO","3","1","103","2.01","40","80.4","80.4"
"71","CHORIZO","2","1","107","0.51","122","62.22","62.22"
"3","BISTEC RES","1","3","107","0.25","196","49","49"
"63","PIERNA DE CERDO","2","1","103","0.64","112","71.68","71.68"
"77","ADOBADA","2","1","103","0.43","121","52.03","52.03"
"77","ADOBADA","2","1","103","0.51","121","61.71","61.71"
"78","LENGUA DE CERDO","2","1","103","0.52","100","52","52"
"74","CABEZA DE CERDO","2","3","107","2.63","32","84.16","84.16"
"3","BISTEC RES","1","1","103","0.5","196","98","98"
"66","ESPINAZO","2","3","107","0.73","71","51.83","51.83"
"63","PIERNA DE CERDO","2","3","107","1.3","112","145.6","145.6"
"3","BISTEC RES","1","1","103","0.3","196","58.8","58.8"
"74","CABEZA DE CERDO","2","3","107","2.59","32","82.88","82.88"
"66","ESPINAZO","2","3","107","0.73","71","51.83","51.83"
"28","BISTEC REBANADO","1","3","107","0.41","135","55.35","55.35"
"57","ALITAS ADOBADAS","3","2","105","0.94","110","103.4","103.4"
"4","MOLIDA ESP","1","1","103","0.24","196","47.04","47.04"
"71","CHORIZO","2","1","103","0.25","122","30.5","30.5"
"66","ESPINAZO","2","1","103","1.07","71","75.97","75.97"
"75","MANITAS DE CERDO","2","3","107","0.72","35","25.2","25.2"
"66","ESPINAZO","2","2","105","0.97","71","68.87","68.87"
"3","BISTEC RES","1","3","107","0.25","196","49","49"
"67","CHAMORRO","2","2","105","2.44","68","165.92","165.92"
"69","CHULETA AHUMADA","2","1","103","0.45","127","57.15","57.15"
"54","TENDER","3","2","103","0.66","158","104.28","104.28"
"45","MILANESA POLLO","3","3","107","0.98","175","171.5","171.5"
"83","HUESO CARNUDO CERDO","2","2","105","0.38","12","4.56","4.56"
"45","MILANESA POLLO","3","3","107","1.23","175","215.25","215.25"
"14","MOLIDA MIXTA","2","1","103","0.33","149","49.17","49.17"
"83","HUESO CARNUDO CERDO","2","2","105","1.08","12","12.96","12.96"
"44","PECHUGA SIN HUESO","3","1","103","0.66","175","115.5","115.5"
"63","PIERNA DE CERDO","2","2","105","1.05","112","117.6","117.6"
"862","HUACAL DE POLLO","0","3","107","2.46","18","44.28","44.28"
"4","MOLIDA ESP","1","1","107","0.74","196","145.04","145.04"
"66","ESPINAZO","2","3","107","1.38","71","97.98","97.98"
"75","MANITAS DE CERDO","2","3","107","1.21","35","42.35","42.35"
"45","MILANESA POLLO","3","1","103","0.55","175","96.25","96.25"
"28","BISTEC REBANADO","1","3","107","0.77","135","103.95","103.95"
"68","LOMO","2","3","107","0.85","119","101.15","101.15"
"43","PIERNA Y MUSLO","3","1","103","2.13","40","85.2","85.2"
"68","LOMO","2","3","107","0.35","119","41.65","41.65"
"3","BISTEC RES","1","3","107","0.34","196","66.64","66.64"
"45","MILANESA POLLO","3","1","103","0.8","175","140","140"
"45","MILANESA POLLO","3","3","107","0.52","175","91","91"
"78","LENGUA DE CERDO","2","1","107","1.15","100","115","115"
"74","CABEZA DE CERDO","2","1","103","2.28","32","72.96","72.96"
"75","MANITAS DE CERDO","2","1","103","1.01","35","35.35","35.35"
"63","PIERNA DE CERDO","2","1","103","1.07","112","119.84","119.84"
"3","BISTEC RES","1","3","107","0.76","196","148.96","148.96"
"14","MOLIDA MIXTA","2","3","107","0.76","149","113.24","113.24"
"70","TOCINO","2","3","107","0.16","175","28","28"
"3","BISTEC RES","1","1","103","0.51","196","99.96","99.96"
"74","CABEZA DE CERDO","2","3","107","1.96","32","62.72","62.72"
"63","PIERNA DE CERDO","2","3","107","1.09","112","122.08","122.08"
"64","COSTILLA DE CERDO","2","1","103","0.98","112","109.76","109.76"
"69","CHULETA AHUMADA","2","1","103","1.5","127","190.5","190.5"
"69","CHULETA AHUMADA","2","1","103","0.79","127","100.33","100.33"
"73","MOLIDA CERDO","2","3","107","1.57","117","183.69","183.69"
"71","CHORIZO","2","1","103","0.54","122","65.88","65.88"
"43","PIERNA Y MUSLO","3","3","107","2.26","40","90.4","90.4"
"69","CHULETA AHUMADA","2","2","101","0.38","127","48.26","48.26"
"65","FREIR","2","3","107","0.77","112","86.24","86.24"
"3","BISTEC RES","1","1","103","2.05","196","401.8","401.8"
"16","ARRACHERA MARINADA","1","3","107","1.02","210","214.2","214.2"
"16","ARRACHERA MARINADA","1","1","103","1.04","210","218.4","218.4"
"43","PIERNA Y MUSLO","3","2","101","2.3","40","92","92"
"71","CHORIZO","2","1","101","1.05","122","128.1","128.1"
"28","BISTEC REBANADO","1","3","107","2","135","270","270"
"28","BISTEC REBANADO","1","3","107","2","135","270","270"
"28","BISTEC REBANADO","1","1","107","2.01","135","271.35","271.35"
"68","LOMO","2","1","103","0.74","119","88.06","88.06"
"3","BISTEC RES","1","3","107","0.75","196","147","147"
"3","BISTEC RES","1","2","107","0.75","196","147","147"
"69","CHULETA AHUMADA","2","3","107","1.03","127","130.81","130.81"
"69","CHULETA AHUMADA","2","1","107","1.03","127","130.81","130.81"
"96","CHICHARRON PRENSADO","2","2","101","0.41","170","69.7","69.7"
"81","BISTEC DE CERDO","2","1","103","1.05","117","122.85","122.85"
"66","ESPINAZO","2","3","107","1.07","71","75.97","75.97"
"96","CHICHARRON PRENSADO","2","1","103","0.18","170","30.6","30.6"
"66","ESPINAZO","2","3","107","1.07","71","75.97","75.97"
"71","CHORIZO","2","3","107","0.16","122","19.52","19.52"
"45","MILANESA POLLO","3","1","103","0.56","175","98","98"
"14","MOLIDA MIXTA","2","1","103","0.52","149","77.48","77.48"
"634","DEDOS DE QUESO","3","2","107","0.27","225","60.75","60.75"
"59","PALOMITAS DE POLLO","3","2","107","0.26","95","24.7","24.7"
"45","MILANESA POLLO","3","1","103","0.5","175","87.5","87.5"
"68","LOMO","2","1","103","0.56","119","66.64","66.64"
"54","TENDER","3","2","101","0.69","158","109.02","109.02"
"4","MOLIDA ESP","1","1","101","0.46","196","90.16","90.16"
"66","ESPINAZO","2","1","103","3.31","71","235.01","235.01"
"63","PIERNA DE CERDO","2","1","103","2.03","112","227.36","227.36"
"45","MILANESA POLLO","3","2","101","0.66","175","115.5","115.5"
"75","MANITAS DE CERDO","2","1","103","1.85","35","64.75","64.75"
"71","CHORIZO","2","2","101","1.56","122","190.32","190.32"
"12","ARRACHERA NATURAL","1","3","104","0.52","210","109.2","109.2"
"23","DESHEBRAR RES","1","3","104","1.04","192","199.68","199.68"
"77","ADOBADA","2","2","101","0.67","121","81.07","81.07"
"23","DESHEBRAR RES","1","3","104","0.42","192","80.64","80.64"
"23","DESHEBRAR RES","1","3","104","0.43","192","82.56","82.56"
"23","DESHEBRAR RES","1","3","104","0.43","192","82.56","82.56"
"45","MILANESA POLLO","3","1","103","0.39","175","68.25","68.25"
"28","BISTEC REBANADO","1","1","103","0.54","135","72.9","72.9"
"45","MILANESA POLLO","3","2","101","0.53","175","92.75","92.75"
"77","ADOBADA","2","1","103","0.55","121","66.55","66.55"
"63","PIERNA DE CERDO","2","1","103","0.49","112","54.88","54.88"
"4","MOLIDA ESP","1","1","107","0.41","196","80.36","80.36"
"3","BISTEC RES","1","3","104","0.27","196","52.92","52.92"
"19","PICAÑA","1","3","104","0.27","198","53.46","53.46"
"96","CHICHARRON PRENSADO","2","2","107","0.25","170","42.5","42.5"
"54","TENDER","3","2","107","0.36","158","56.88","56.88"
"68","LOMO","2","3","104","0.61","119","72.59","72.59"
"45","MILANESA POLLO","3","1","107","0.7","175","122.5","122.5"
"68","LOMO","2","3","104","0.61","119","72.59","72.59"
"3","BISTEC RES","1","2","101","0.59","196","115.64","115.64"
"68","LOMO","2","3","104","0.61","119","72.59","72.59"
"68","LOMO","2","3","104","0.61","119","72.59","72.59"
"68","LOMO","2","1","104","0.62","119","73.78","73.78"
"45","MILANESA POLLO","3","1","107","0.13","175","22.75","22.75"
"71","CHORIZO","2","2","101","0.21","122","25.62","25.62"
"43","PIERNA Y MUSLO","3","3","104","2.27","40","90.8","90.8"
"3","BISTEC RES","1","1","107","0.54","196","105.84","105.84"
"15","HIGADO RES","1","1","107","0.39","70","27.3","27.3"
"45","MILANESA POLLO","3","3","104","0.16","175","28","28"
"71","CHORIZO","2","3","104","0.69","122","84.18","84.18"
"75","MANITAS DE CERDO","2","2","101","0.76","35","26.6","26.6"
"79","CUERO CERDO","2","1","101","0.69","58","40.02","40.02"
"3","BISTEC RES","1","1","107","1","196","196","196"
"63","PIERNA DE CERDO","2","2","101","1.75","112","196","196"
"21","HAMBURGUESA RES","1","2","101","0.41","140","57.4","57.4"
"3","BISTEC RES","1","1","107","0.54","196","105.84","105.84"
"70","TOCINO","2","2","101","0.42","175","73.5","73.5"
"71","CHORIZO","2","1","107","0.25","122","30.5","30.5"
"634","DEDOS DE QUESO","3","2","101","0.48","225","108","108"
"46","ALITAS POLLO","3","2","101","0.51","108","55.08","55.08"
"28","BISTEC REBANADO","1","3","107","0.89","135","120.15","120.15"
"3","BISTEC RES","1","3","104","1.52","196","297.92","297.92"
"45","MILANESA POLLO","3","1","107","0.69","175","120.75","120.75"
"18","PEINECILLO","1","3","104","1.57","198","310.86","310.86"
"3","BISTEC RES","1","1","107","1.01","196","197.96","197.96"
"28","BISTEC REBANADO","1","1","107","1","135","135","135"
"14","MOLIDA MIXTA","2","1","107","1.02","149","151.98","151.98"
"45","MILANESA POLLO","3","1","107","0.53","175","92.75","92.75"
"42","PECHUGA CON HUESO","3","1","107","1.01","138","139.38","139.38"
"4","MOLIDA ESP","1","1","107","0.53","196","103.88","103.88"
"23","DESHEBRAR RES","1","3","107","0.79","192","151.68","151.68"
"63","PIERNA DE CERDO","2","3","107","1.22","112","136.64","136.64"
"45","MILANESA POLLO","3","1","104","0.56","175","98","98"
"43","PIERNA Y MUSLO","3","3","107","2.22","40","88.8","88.8"
"45","MILANESA POLLO","3","1","104","0.54","175","94.5","94.5"
"70","TOCINO","2","2","103","0.24","175","42","42"
"6","COCIDO SURTIDO","1","3","103","0.72","149","107.28","107.28"
"54","TENDER","3","2","104","0.63","158","99.54","99.54"
"74","CABEZA DE CERDO","2","3","107","1.95","32","62.4","62.4"
"43","PIERNA Y MUSLO","3","1","104","2.26","40","90.4","90.4"
"3","BISTEC RES","1","2","103","1.02","196","199.92","199.92"
"3","BISTEC RES","1","3","107","1.04","196","203.84","203.84"
"4","MOLIDA ESP","1","2","103","0.49","196","96.04","96.04"
"71","CHORIZO","2","3","107","0.56","122","68.32","68.32"
"69","CHULETA AHUMADA","2","1","104","0.83","127","105.41","105.41"
"23","DESHEBRAR RES","1","3","103","0.33","192","63.36","63.36"
"23","DESHEBRAR RES","1","3","103","0.43","192","82.56","82.56"
"23","DESHEBRAR RES","1","3","103","0.52","192","99.84","99.84"
"28","BISTEC REBANADO","1","3","104","0.77","135","103.95","103.95"
"26","COSTILLA RES NATURAL","1","3","107","0.56","149","83.44","83.44"
"63","PIERNA DE CERDO","2","1","103","1.01","112","113.12","113.12"
"69","CHULETA AHUMADA","2","1","107","1.2","127","152.4","152.4"
"45","MILANESA POLLO","3","2","104","0.56","175","98","98"
"71","CHORIZO","2","1","107","0.71","122","86.62","86.62"
"43","PIERNA Y MUSLO","3","3","107","2.39","40","95.6","95.6"
"44","PECHUGA SIN HUESO","3","2","104","0.39","175","68.25","68.25"
"15","HIGADO RES","1","3","107","0.24","70","16.8","16.8"
"45","MILANESA POLLO","3","2","104","0.41","175","71.75","71.75"
"3","BISTEC RES","1","3","107","0.99","196","194.04","194.04"
"28","BISTEC REBANADO","1","3","104","0.44","135","59.4","59.4"
"28","BISTEC REBANADO","1","1","104","0.37","135","49.95","49.95"
"71","CHORIZO","2","1","104","0.41","122","50.02","50.02"
"14","MOLIDA MIXTA","2","3","107","0.74","149","110.26","110.26"
"28","BISTEC REBANADO","1","3","107","0.37","135","49.95","49.95"
"69","CHULETA AHUMADA","2","3","107","0.16","127","20.32","20.32"
"78","LENGUA DE CERDO","2","3","107","1.41","100","141","141"
"78","LENGUA DE CERDO","2","1","103","1.15","100","115","115"
"3","BISTEC RES","1","3","107","0.51","196","99.96","99.96"
"45","MILANESA POLLO","3","3","107","1.15","175","201.25","201.25"
"96","CHICHARRON PRENSADO","2","3","107","0.58","170","98.6","98.6"
"3","BISTEC RES","1","3","107","0.19","196","37.24","37.24"
"71","CHORIZO","2","3","107","0.25","122","30.5","30.5"
"68","LOMO","2","3","107","0.68","119","80.92","80.92"
"5","COCIDO PURA CARNE","1","3","107","0.76","189","143.64","143.64"
"3","BISTEC RES","1","3","107","0.44","196","86.24","86.24"
"59","PALOMITAS DE POLLO","3","1","104","0.2","95","19","19"
"75","MANITAS DE CERDO","2","3","107","2.29","35","80.15","80.15"
"14","MOLIDA MIXTA","2","1","104","0.67","149","99.83","99.83"
"77","ADOBADA","2","1","104","0.41","121","49.61","49.61"
"83","HUESO CARNUDO CERDO","2","3","107","1.95","12","23.4","23.4"
"63","PIERNA DE CERDO","2","2","116","3.05","112","341.6","341.6"
"5","COCIDO PURA CARNE","1","3","102","3.06","189","578.34","578.34"
"5","COCIDO PURA CARNE","1","3","102","3.06","189","578.34","578.34"
"63","PIERNA DE CERDO","2","3","102","2.08","112","232.96","232.96"
"63","PIERNA DE CERDO","2","2","116","3.04","112","340.48","340.48"
"67","CHAMORRO","2","3","102","2.08","68","141.44","141.44"
"75","MANITAS DE CERDO","2","2","116","4.25","35","148.75","148.75"
"75","MANITAS DE CERDO","2","3","102","2.32","35","81.2","81.2"
"78","LENGUA DE CERDO","2","2","102","2.16","100","216","216"
"65","FREIR","2","1","105","2.01","112","225.12","225.12"
"71","CHORIZO","2","1","105","0.87","122","106.14","106.14"
"71","CHORIZO","2","1","105","0.87","122","106.14","106.14"
"1","HUEVO","5","2","112","0.97","44","42.68","42.68"
"1","HUEVO","5","2","112","0.95","44","41.8","41.8"
"1","HUEVO","5","2","112","0.98","44","43.12","43.12"
"96","CHICHARRON PRENSADO","2","1","105","1","170","170","170"
"83","HUESO CARNUDO CERDO","2","3","102","0.97","12","11.64","11.64"
"63","PIERNA DE CERDO","2","1","116","4","112","448","448"
"83","HUESO CARNUDO CERDO","2","2","112","0.86","12","10.32","10.32"
"20","BANDERA RES","1","2","116","2.94","139","408.66","408.66"
"43","PIERNA Y MUSLO","3","2","116","0.98","60","58.8","58.8"
"43","PIERNA Y MUSLO","3","3","102","2.27","40","90.8","90.8"
"45","MILANESA POLLO","3","1","105","0.51","175","89.25","89.25"
"66","ESPINAZO","2","1","116","1","71","71","71"
"67","CHAMORRO","2","2","116","1.05","68","71.4","71.4"
"65","FREIR","2","3","102","1.02","112","114.24","114.24"
"3","BISTEC RES","1","1","105","0.29","196","56.84","56.84"
"70","TOCINO","2","1","105","0.32","175","56","56"
"28","BISTEC REBANADO","1","3","102","0.75","135","101.25","101.25"
"28","BISTEC REBANADO","1","3","102","1.05","135","141.75","141.75"
"74","CABEZA DE CERDO","2","2","116","2.69","32","86.08","86.08"
"43","PIERNA Y MUSLO","3","2","116","1.98","60","118.8","118.8"
"43","PIERNA Y MUSLO","3","2","116","2.11","40","84.4","84.4"
"45","MILANESA POLLO","3","1","105","0.18","175","31.5","31.5"
"28","BISTEC REBANADO","1","1","105","0.79","135","106.65","106.65"
"68","LOMO","2","3","102","1.56","119","185.64","185.64"
"63","PIERNA DE CERDO","2","1","105","1.1","112","123.2","123.2"
"70","TOCINO","2","1","105","0.24","175","42","42"
"66","ESPINAZO","2","1","116","1.52","71","107.92","107.92"
"252","MEDALLON DE SALMON","4","3","102","0.49","375","183.75","183.75"
"252","MEDALLON DE SALMON","4","3","102","0.26","375","97.5","97.5"
"44","PECHUGA SIN HUESO","3","1","105","0.85","175","148.75","148.75"
"75","MANITAS DE CERDO","2","2","116","1.89","35","66.15","66.15"
"63","PIERNA DE CERDO","2","1","105","0.57","112","63.84","63.84"
"63","PIERNA DE CERDO","2","2","116","7.07","112","791.84","791.84"
"66","ESPINAZO","2","3","102","1.14","71","80.94","80.94"
"43","PIERNA Y MUSLO","3","3","102","1.03","60","61.8","61.8"
"76","CHICHARRON","2","1","105","0.34","295","100.3","100.3"
"65","FREIR","2","2","116","4","112","448","448"
"4","MOLIDA ESP","1","1","105","1.12","196","219.52","219.52"
"42","PECHUGA CON HUESO","3","3","102","0.88","138","121.44","121.44"
"28","BISTEC REBANADO","1","3","102","0.5","135","67.5","67.5"
"1","HUEVO","5","1","114","0.99","44","43.56","43.56"
"1","HUEVO","5","1","114","0.97","44","42.68","42.68"
"69","CHULETA AHUMADA","2","3","102","0.53","127","67.31","67.31"
"69","CHULETA AHUMADA","2","3","102","0.76","127","96.52","96.52"
"28","BISTEC REBANADO","1","1","105","0.74","135","99.9","99.9"
"63","PIERNA DE CERDO","2","1","105","1.48","112","165.76","165.76"
"14","MOLIDA MIXTA","2","3","102","0.53","149","78.97","78.97"
"68","LOMO","2","3","102","0.51","119","60.69","60.69"
"28","BISTEC REBANADO","1","1","116","7.41","135","1000.35","1000.35"
"66","ESPINAZO","2","3","107","0.57","71","40.47","40.47"
"75","MANITAS DE CERDO","2","1","105","1.5","35","52.5","52.5"
"63","PIERNA DE CERDO","2","3","107","1.05","112","117.6","117.6"
"43","PIERNA Y MUSLO","3","3","107","2.32","40","92.8","92.8"
"74","CABEZA DE CERDO","2","1","105","4.76","32","152.32","152.32"
"3","BISTEC RES","1","3","107","1.03","196","201.88","201.88"
"862","HUACAL DE POLLO","0","2","102","1.16","18","20.88","20.88"
"65","FREIR","2","3","107","1.05","112","117.6","117.6"
"63","PIERNA DE CERDO","2","3","102","1.98","112","221.76","221.76"
"83","HUESO CARNUDO CERDO","2","1","105","2.02","12","24.24","24.24"
"64","COSTILLA DE CERDO","2","3","107","1.05","112","117.6","117.6"
"66","ESPINAZO","2","3","102","1.03","71","73.13","73.13"
"54","TENDER","3","3","107","0.63","158","99.54","99.54"
"83","HUESO CARNUDO CERDO","2","3","102","2.27","12","27.24","27.24"
"83","HUESO CARNUDO CERDO","2","3","102","1.95","12","23.4","23.4"
"71","CHORIZO","2","2","116","0.82","122","100.04","100.04"
"75","MANITAS DE CERDO","2","3","102","1.59","35","55.65","55.65"
"63","PIERNA DE CERDO","2","3","107","0.75","112","84","84"
"43","PIERNA Y MUSLO","3","2","116","1","60","60","60"
"43","PIERNA Y MUSLO","3","2","116","1.03","60","61.8","61.8"
"63","PIERNA DE CERDO","2","1","105","1.19","112","133.28","133.28"
"63","PIERNA DE CERDO","2","1","105","2.22","112","248.64","248.64"
"75","MANITAS DE CERDO","2","3","107","1.17","35","40.95","40.95"
"42","PECHUGA CON HUESO","3","2","116","1.02","138","140.76","140.76"
"66","ESPINAZO","2","3","102","2.03","71","144.13","144.13"
"63","PIERNA DE CERDO","2","3","102","2.09","112","234.08","234.08"
"66","ESPINAZO","2","3","107","0.92","71","65.32","65.32"
"63","PIERNA DE CERDO","2","2","116","1.48","112","165.76","165.76"
"66","ESPINAZO","2","3","107","0.99","71","70.29","70.29"
"65","FREIR","2","1","105","2.02","112","226.24","226.24"
"14","MOLIDA MIXTA","2","3","107","0.32","149","47.68","47.68"
"71","CHORIZO","2","3","107","0.46","122","56.12","56.12"
"71","CHORIZO","2","2","116","0.52","122","63.44","63.44"
"64","COSTILLA DE CERDO","2","3","107","1","112","112","112"
"29","MENUDO","1","1","105","3.64","85","309.4","309.4"
"28","BISTEC REBANADO","1","2","116","0.76","135","102.6","102.6"
"862","HUACAL DE POLLO","0","2","116","1.07","18","19.26","19.26"
"68","LOMO","2","1","105","0.12","119","14.28","14.28"
"83","HUESO CARNUDO CERDO","2","2","105","2.02","12","24.24","24.24"
"1","HUEVO","5","2","112","0.99","44","43.56","43.56"
"4","MOLIDA ESP","1","1","105","0.75","196","147","147"
"97","PANELA","5","2","105","0.26","125","32.5","32.5"
"43","PIERNA Y MUSLO","3","3","107","2.26","40","90.4","90.4"
"83","HUESO CARNUDO CERDO","2","2","116","5.56","12","66.72","66.72"
"70","TOCINO","2","2","116","5.56","175","973","973"
"3","BISTEC RES","1","1","105","1.03","196","201.88","201.88"
"43","PIERNA Y MUSLO","3","1","105","2.38","40","95.2","95.2"
"97","PANELA","5","2","114","0.24","125","30","30"
"78","LENGUA DE CERDO","2","2","116","5.12","100","512","512"
"18","PEINECILLO","1","3","102","0.65","198","128.7","128.7"
"45","MILANESA POLLO","3","3","107","0.85","175","148.75","148.75"
"96","CHICHARRON PRENSADO","2","2","102","0.25","170","42.5","42.5"
"63","PIERNA DE CERDO","2","3","107","0.73","112","81.76","81.76"
"9","LENGUA RES","1","2","116","5.65","320","1808","1808"
"3","BISTEC RES","1","3","102","0.99","196","194.04","194.04"
"43","PIERNA Y MUSLO","3","2","102","2.09","40","83.6","83.6"
"96","CHICHARRON PRENSADO","2","3","107","0.99","170","168.3","168.3"
"90","Q MESA","5","1","114","0.18","143","25.74","25.74"
"90","Q MESA","5","1","114","0.16","143","22.88","22.88"
"90","Q MESA","5","1","114","0.13","143","18.59","18.59"
"90","Q MESA","5","1","114","0.14","143","20.02","20.02"
"90","Q MESA","5","1","114","0.15","143","21.45","21.45"
"90","Q MESA","5","1","114","0.17","143","24.31","24.31"
"90","Q MESA","5","1","114","0.17","143","24.31","24.31"
"1","HUEVO","5","1","114","0.98","44","43.12","43.12"
"1","HUEVO","5","1","114","0.97","44","42.68","42.68"
"1","HUEVO","5","1","114","0.94","44","41.36","41.36"
"3","BISTEC RES","1","3","107","0.7","196","137.2","137.2"
"1","HUEVO","5","2","114","0.94","44","41.36","41.36"
"18","PEINECILLO","1","3","102","1.04","198","205.92","205.92"
"70","TOCINO","2","3","107","0.22","175","38.5","38.5"
"66","ESPINAZO","2","1","116","0.96","71","68.16","68.16"
"63","PIERNA DE CERDO","2","3","102","2.14","112","239.68","239.68"
"63","PIERNA DE CERDO","2","1","116","1.01","112","113.12","113.12"
"71","CHORIZO","2","1","116","1.02","122","124.44","124.44"
"6","COCIDO SURTIDO","1","2","116","1.02","149","151.98","151.98"
"16","ARRACHERA MARINADA","1","3","107","2.03","210","426.3","426.3"
"44","PECHUGA SIN HUESO","3","2","116","0.85","175","148.75","148.75"
"4","MOLIDA ESP","1","3","102","0.6","196","117.6","117.6"
"28","BISTEC REBANADO","1","3","102","0.26","135","35.1","35.1"
"28","BISTEC REBANADO","1","3","107","0.15","135","20.25","20.25"
"71","CHORIZO","2","1","116","0.31","122","37.82","37.82"
"74","CABEZA DE CERDO","2","3","102","2.18","32","69.76","69.76"
"3","BISTEC RES","1","2","116","0.42","196","82.32","82.32"
"26","COSTILLA RES NATURAL","1","3","109","1.03","149","153.47","153.47"
"67","CHAMORRO","2","2","116","1.16","68","78.88","78.88"
"63","PIERNA DE CERDO","2","3","102","2.02","112","226.24","226.24"
"68","LOMO","2","1","105","0.58","119","69.02","69.02"
"69","CHULETA AHUMADA","2","1","109","0.47","127","59.69","59.69"
"67","CHAMORRO","2","3","102","2.43","68","165.24","165.24"
"66","ESPINAZO","2","1","116","0.64","71","45.44","45.44"
"65","FREIR","2","2","116","0.75","112","84","84"
"18","PEINECILLO","1","1","105","0.93","198","184.14","184.14"
"63","PIERNA DE CERDO","2","3","102","2.01","112","225.12","225.12"
"78","LENGUA DE CERDO","2","1","105","0.78","100","78","78"
"66","ESPINAZO","2","1","102","1.99","71","141.29","141.29"
"64","COSTILLA DE CERDO","2","2","112","0.76","112","85.12","85.12"
"78","LENGUA DE CERDO","2","3","102","0.54","100","54","54"
"8","LABIO RES","1","1","105","0.92","190","174.8","174.8"
"64","COSTILLA DE CERDO","2","1","105","1.19","112","133.28","133.28"
"75","MANITAS DE CERDO","2","3","102","1.08","35","37.8","37.8"
